"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"28.11.2022","12.331,15","12.443,06","12.466,42","12.296,10","","-1,44%"
"25.11.2022","12.511,05","12.567,04","12.567,04","12.429,09","","-0,57%"
"24.11.2022","12.582,67","12.483,42","12.637,55","12.467,67","","0,84%"
"23.11.2022","12.477,62","12.444,43","12.486,39","12.349,56","","0,53%"
"22.11.2022","12.412,02","12.336,42","12.479,58","12.290,56","","0,42%"
"21.11.2022","12.360,68","12.436,58","12.444,02","12.327,38","","-0,89%"
"18.11.2022","12.471,83","12.330,87","12.487,04","12.227,67","","1,37%"
"17.11.2022","12.303,70","12.272,36","12.336,49","12.146,45","","0,45%"
"16.11.2022","12.248,20","12.513,98","12.513,98","12.222,29","","-2,29%"
"15.11.2022","12.535,57","12.614,36","12.614,36","12.435,26","","-0,27%"
"14.11.2022","12.569,33","12.649,32","12.649,32","12.440,00","","-0,06%"
"11.11.2022","12.576,70","12.383,92","12.622,32","12.348,95","","2,54%"
"10.11.2022","12.265,15","11.769,82","12.265,15","11.728,42","","3,10%"
"09.11.2022","11.896,58","11.896,18","11.923,60","11.811,87","","-0,33%"
"08.11.2022","11.935,74","11.686,32","11.935,74","11.669,60","","2,10%"
"07.11.2022","11.690,60","11.383,49","11.690,60","11.380,89","","2,41%"
"04.11.2022","11.415,45","11.230,84","11.467,80","11.230,84","","1,99%"
"03.11.2022","11.193,01","11.161,26","11.231,36","11.088,67","","-0,99%"
"02.11.2022","11.304,60","11.416,35","11.421,46","11.304,60","","-0,86%"
"01.11.2022","11.402,33","11.385,51","11.544,67","11.357,68","","1,05%"
"31.10.2022","11.283,67","11.350,74","11.354,41","11.267,02","","-0,23%"
"28.10.2022","11.309,84","11.338,41","11.346,99","11.233,96","","-1,00%"
"27.10.2022","11.423,71","11.373,24","11.460,75","11.248,30","","0,10%"
"26.10.2022","11.411,83","11.181,60","11.411,83","11.131,49","","2,02%"
"25.10.2022","11.186,17","10.983,47","11.186,17","10.920,73","","2,21%"
"24.10.2022","10.944,26","10.867,75","10.979,65","10.770,52","","1,30%"
"21.10.2022","10.803,52","10.772,09","10.870,26","10.665,36","","-0,59%"
"20.10.2022","10.867,25","10.746,95","10.900,29","10.667,99","","0,62%"
"19.10.2022","10.800,53","10.905,65","10.905,65","10.764,89","","-0,68%"
"18.10.2022","10.874,56","10.838,43","10.983,00","10.838,43","","1,06%"
"17.10.2022","10.760,68","10.561,30","10.778,97","10.501,73","","1,98%"
"14.10.2022","10.551,78","10.664,02","10.729,83","10.513,38","","0,66%"
"13.10.2022","10.482,20","10.238,57","10.492,28","10.102,75","","1,96%"
"12.10.2022","10.280,33","10.394,48","10.430,42","10.274,03","","-1,34%"
"11.10.2022","10.419,97","10.372,36","10.432,35","10.299,92","","-0,18%"
"10.10.2022","10.439,00","10.412,14","10.634,99","10.408,26","","-0,84%"
"07.10.2022","10.527,57","10.706,91","10.721,78","10.515,48","","-2,08%"
"06.10.2022","10.750,83","10.879,95","10.934,50","10.722,68","","-0,53%"
"05.10.2022","10.808,25","11.034,85","11.086,60","10.751,06","","-2,16%"
"04.10.2022","11.047,31","10.835,64","11.047,31","10.808,72","","3,74%"
"03.10.2022","10.648,82","10.449,29","10.656,21","10.297,70","","1,20%"
"30.09.2022","10.522,69","10.296,38","10.542,58","10.294,69","","2,55%"
"29.09.2022","10.261,40","10.510,91","10.513,73","10.188,18","","-2,56%"
"28.09.2022","10.531,52","10.425,97","10.531,52","10.200,21","","0,08%"
"27.09.2022","10.523,22","10.570,56","10.747,27","10.523,22","","0,15%"
"26.09.2022","10.507,91","10.434,10","10.648,51","10.387,58","","0,00%"
"23.09.2022","10.507,96","10.889,12","10.889,12","10.454,82","","-3,69%"
"22.09.2022","10.910,42","11.072,41","11.125,44","10.910,42","","-3,28%"
"21.09.2022","11.280,21","11.116,53","11.281,70","11.110,47","","0,44%"
"20.09.2022","11.231,27","11.420,67","11.465,66","11.157,06","","-1,26%"
"19.09.2022","11.375,01","11.396,25","11.399,44","11.233,98","","-0,41%"
"16.09.2022","11.421,82","11.433,24","11.467,40","11.304,13","","-1,10%"
"15.09.2022","11.549,02","11.676,69","11.702,82","11.529,08","","-0,92%"
"14.09.2022","11.656,37","11.713,40","11.827,85","11.600,15","","-0,95%"
"13.09.2022","11.767,83","12.167,48","12.177,06","11.767,83","","-3,11%"
"12.09.2022","12.145,11","12.030,37","12.178,39","12.030,37","","1,54%"
"09.09.2022","11.961,19","11.799,95","11.973,45","11.799,95","","1,79%"
"08.09.2022","11.750,37","11.750,91","11.803,53","11.576,45","","0,56%"
"07.09.2022","11.684,61","11.590,43","11.710,73","11.553,70","","0,25%"
"06.09.2022","11.655,40","11.630,69","11.779,24","11.584,60","","0,32%"
"05.09.2022","11.618,12","11.668,46","11.677,95","11.546,81","","-2,17%"
"02.09.2022","11.876,11","11.694,41","11.878,60","11.645,15","","2,50%"
"01.09.2022","11.586,43","11.783,04","11.783,04","11.561,56","","-2,34%"
"31.08.2022","11.864,53","11.980,51","11.980,51","11.860,68","","-0,67%"
"30.08.2022","11.944,98","11.947,08","12.107,43","11.870,94","","0,04%"
"29.08.2022","11.940,47","11.879,49","12.010,45","11.818,17","","-0,32%"
"26.08.2022","11.978,22","12.302,05","12.323,95","11.960,90","","-2,35%"
"25.08.2022","12.266,73","12.368,34","12.397,05","12.234,11","","-0,07%"
"24.08.2022","12.275,87","12.190,43","12.282,64","12.081,35","","0,33%"
"23.08.2022","12.235,07","12.196,68","12.333,15","12.183,60","","-0,27%"
"22.08.2022","12.268,42","12.575,93","12.602,42","12.253,71","","-3,05%"
"19.08.2022","12.653,93","12.887,48","12.887,48","12.652,24","","-2,30%"
"18.08.2022","12.951,31","12.914,07","13.010,70","12.899,42","","0,34%"
"17.08.2022","12.907,01","13.222,16","13.239,45","12.905,87","","-2,27%"
"16.08.2022","13.207,33","13.206,49","13.260,45","13.121,83","","0,22%"
"15.08.2022","13.178,11","13.270,54","13.288,37","13.139,24","","-0,39%"
"12.08.2022","13.229,37","13.217,25","13.232,03","13.159,90","","0,25%"
"11.08.2022","13.196,66","13.191,06","13.270,08","13.151,03","","0,63%"
"10.08.2022","13.114,34","12.752,80","13.114,34","12.687,13","","2,38%"
"09.08.2022","12.809,00","13.041,97","13.108,02","12.766,38","","-1,85%"
"08.08.2022","13.050,39","13.041,97","13.108,02","12.958,61","","0,64%"
"05.08.2022","12.966,92","13.168,84","13.174,76","12.928,90","","-1,50%"
"04.08.2022","13.164,98","13.077,57","13.246,16","13.047,87","","0,86%"
"03.08.2022","13.052,71","12.778,86","13.058,74","12.773,90","","2,10%"
"02.08.2022","12.783,64","12.858,16","12.858,16","12.648,47","","-0,79%"
"01.08.2022","12.884,88","12.860,37","12.939,98","12.808,12","","0,57%"
"29.07.2022","12.811,49","12.677,05","12.848,53","12.677,05","","1,74%"
"28.07.2022","12.592,02","12.501,50","12.619,63","12.491,81","","1,25%"
"27.07.2022","12.437,11","12.293,31","12.437,78","12.258,53","","1,34%"
"26.07.2022","12.272,12","12.467,55","12.467,55","12.267,36","","-1,89%"
"25.07.2022","12.508,34","12.523,14","12.627,99","12.471,59","","-0,49%"
"22.07.2022","12.570,31","12.557,39","12.651,06","12.446,37","","0,16%"
"21.07.2022","12.550,24","12.518,90","12.609,66","12.425,31","","0,19%"
"20.07.2022","12.526,60","12.457,56","12.563,36","12.380,13","","0,81%"
"19.07.2022","12.426,27","12.149,94","12.426,95","12.033,56","","1,70%"
"18.07.2022","12.219,06","12.049,58","12.227,04","12.049,58","","1,84%"
"15.07.2022","11.998,78","11.839,39","11.998,78","11.772,09","","1,87%"
"14.07.2022","11.778,34","11.990,85","12.058,65","11.703,99","","-1,89%"
"13.07.2022","12.005,55","12.092,03","12.101,47","11.842,90","","-1,12%"
"12.07.2022","12.141,69","12.090,16","12.160,97","11.945,98","","-0,29%"
"11.07.2022","12.177,51","12.144,63","12.351,78","12.131,25","","-1,50%"
"08.07.2022","12.362,63","12.190,60","12.362,63","12.154,69","","1,26%"
"07.07.2022","12.208,28","11.970,99","12.215,52","11.953,93","","2,74%"
"06.07.2022","11.882,84","11.645,37","11.911,33","11.645,37","","2,64%"
"05.07.2022","11.577,00","11.914,40","11.996,54","11.525,90","","-2,34%"
"04.07.2022","11.854,13","11.988,25","11.995,06","11.845,57","","-0,64%"
"01.07.2022","11.930,60","11.797,65","11.995,34","11.733,71","","0,42%"
"30.06.2022","11.881,19","11.954,72","11.957,46","11.688,84","","-1,61%"
"29.06.2022","12.075,58","12.244,84","12.263,41","12.036,67","","-2,43%"
"28.06.2022","12.375,70","12.390,09","12.496,64","12.362,76","","0,26%"
"27.06.2022","12.343,28","12.246,04","12.459,04","12.246,04","","1,38%"
"24.06.2022","12.175,86","12.044,31","12.220,38","11.993,05","","1,33%"
"23.06.2022","12.015,48","12.257,21","12.257,21","11.942,26","","-2,16%"
"22.06.2022","12.281,11","12.260,89","12.351,43","12.042,14","","-1,48%"
"21.06.2022","12.465,13","12.452,01","12.582,17","12.445,47","","0,49%"
"20.06.2022","12.403,97","12.284,76","12.403,97","12.194,51","","1,22%"
"17.06.2022","12.254,39","12.051,52","12.313,90","12.051,52","","1,70%"
"16.06.2022","12.048,97","12.481,85","12.511,82","12.008,21","","-3,62%"
"15.06.2022","12.501,71","12.401,68","12.524,80","12.365,54","","1,46%"
"14.06.2022","12.322,05","12.611,44","12.673,15","12.321,78","","-1,88%"
"13.06.2022","12.558,03","12.859,97","12.913,41","12.508,87","","-4,00%"
"10.06.2022","13.081,66","13.491,06","13.491,06","13.081,66","","-3,56%"
"09.06.2022","13.565,11","13.834,15","13.834,15","13.564,69","","-2,33%"
"08.06.2022","13.889,24","13.930,81","13.955,18","13.835,74","","-0,04%"
"07.06.2022","13.894,84","13.914,45","13.918,49","13.751,59","","-0,66%"
"06.06.2022","13.987,22","13.866,88","14.027,86","13.866,06","","1,25%"
"03.06.2022","13.814,14","13.975,49","13.992,34","13.794,19","","-0,43%"
"02.06.2022","13.873,24","13.734,00","13.874,00","13.730,99","","1,19%"
"01.06.2022","13.710,60","13.858,45","13.865,14","13.667,15","","-0,56%"
"31.05.2022","13.787,91","13.951,83","13.951,83","13.769,23","","-1,24%"
"30.05.2022","13.960,34","13.815,08","13.966,10","13.815,08","","1,93%"
"27.05.2022","13.695,42","13.585,88","13.707,01","13.531,19","","1,08%"
"26.05.2022","13.549,59","13.285,62","13.549,59","13.266,01","","2,03%"
"25.05.2022","13.279,43","13.302,24","13.331,17","13.099,07","","0,26%"
"24.05.2022","13.245,27","13.353,13","13.386,77","13.227,46","","-1,38%"
"23.05.2022","13.430,07","13.340,34","13.473,70","13.294,49","","1,76%"
"20.05.2022","13.197,31","13.216,03","13.390,80","13.153,65","","0,39%"
"19.05.2022","13.145,44","13.064,89","13.145,44","12.911,72","","-0,35%"
"18.05.2022","13.191,64","13.401,08","13.437,10","13.188,83","","-1,41%"
"17.05.2022","13.379,95","13.296,29","13.428,45","13.273,46","","1,47%"
"16.05.2022","13.186,44","13.180,52","13.220,68","13.075,24","","-0,15%"
"13.05.2022","13.206,34","12.787,21","13.211,96","12.787,21","","3,71%"
"12.05.2022","12.734,09","12.717,69","12.792,72","12.463,97","","-1,65%"
"11.05.2022","12.948,18","12.793,00","12.955,32","12.687,35","","1,67%"
"10.05.2022","12.735,57","12.867,59","12.985,22","12.735,45","","-0,39%"
"09.05.2022","12.785,50","13.234,45","13.275,07","12.785,50","","-3,95%"
"06.05.2022","13.311,14","13.398,06","13.410,97","13.170,55","","-0,93%"
"05.05.2022","13.435,83","13.928,62","13.976,31","13.435,83","","-1,72%"
"04.05.2022","13.670,86","13.751,26","13.758,16","13.646,27","","-0,49%"
"03.05.2022","13.737,51","13.647,55","13.799,89","13.629,98","","0,98%"
"02.05.2022","13.604,04","13.744,25","13.744,25","13.416,11","","-1,61%"
"29.04.2022","13.826,69","13.920,70","13.965,85","13.815,85","","0,10%"
"28.04.2022","13.812,68","13.788,61","13.922,43","13.699,45","","0,94%"
"27.04.2022","13.684,57","13.657,27","13.794,71","13.527,32","","-0,16%"
"26.04.2022","13.706,51","13.954,07","13.970,35","13.699,80","","-1,27%"
"25.04.2022","13.882,57","14.034,02","14.144,56","13.850,49","","-2,41%"
"22.04.2022","14.225,23","14.349,22","14.445,54","14.225,23","","-1,84%"
"21.04.2022","14.492,48","14.398,58","14.637,91","14.398,58","","0,70%"
"20.04.2022","14.392,26","14.227,98","14.442,13","14.168,26","","1,26%"
"19.04.2022","14.213,33","14.175,12","14.249,47","14.047,20","","-0,09%"
"14.04.2022","14.225,53","14.126,33","14.266,66","14.070,54","","1,05%"
"13.04.2022","14.078,10","14.084,00","14.118,84","13.952,49","","-0,24%"
"12.04.2022","14.112,26","14.007,30","14.141,22","13.956,23","","-0,56%"
"11.04.2022","14.191,36","14.324,12","14.336,65","14.130,37","","-1,18%"
"08.04.2022","14.360,91","14.358,53","14.412,83","14.278,31","","0,97%"
"07.04.2022","14.222,49","14.260,09","14.460,17","14.206,09","","0,01%"
"06.04.2022","14.221,10","14.565,41","14.565,41","14.113,58","","-2,40%"
"05.04.2022","14.570,79","14.618,91","14.809,87","14.529,96","","-0,20%"
"04.04.2022","14.599,74","14.486,05","14.608,90","14.327,49","","1,37%"
"01.04.2022","14.402,44","14.279,67","14.469,27","14.230,67","","1,08%"
"31.03.2022","14.248,00","14.607,34","14.620,23","14.248,00","","-2,23%"
"30.03.2022","14.572,30","14.658,88","14.658,88","14.448,35","","-0,88%"
"29.03.2022","14.701,25","14.479,44","14.701,66","14.468,95","","2,34%"
"28.03.2022","14.364,93","14.455,30","14.570,32","14.364,72","","-0,23%"
"25.03.2022","14.397,58","14.490,92","14.662,61","14.396,76","","-0,52%"
"24.03.2022","14.473,40","14.603,67","14.656,49","14.425,03","","-0,94%"
"23.03.2022","14.611,28","14.931,78","14.948,33","14.493,79","","-1,67%"
"22.03.2022","14.860,03","14.694,36","14.866,93","14.690,78","","1,51%"
"21.03.2022","14.639,67","14.643,07","14.660,96","14.494,02","","0,16%"
"18.03.2022","14.616,78","14.592,48","14.616,78","14.328,15","","0,30%"
"17.03.2022","14.572,59","14.675,70","14.733,37","14.493,44","","0,01%"
"16.03.2022","14.570,83","14.267,97","14.578,79","14.267,97","","3,84%"
"15.03.2022","14.031,65","14.023,11","14.083,64","13.768,52","","-0,50%"
"14.03.2022","14.102,70","14.074,15","14.207,89","14.002,05","","1,58%"
"11.03.2022","13.883,75","13.702,82","14.095,23","13.691,41","","1,87%"
"10.03.2022","13.628,82","13.865,61","13.887,11","13.583,58","","-1,39%"
"09.03.2022","13.821,06","13.390,46","13.821,06","13.360,79","","5,63%"
"08.03.2022","13.084,80","12.833,13","13.329,64","12.833,13","","1,47%"
"07.03.2022","12.895,09","12.765,77","13.196,17","12.403,95","","-1,48%"
"04.03.2022","13.088,56","13.460,25","13.576,34","13.088,56","","-4,23%"
"03.03.2022","13.666,55","14.063,08","14.200,20","13.666,55","","-2,61%"
"02.03.2022","14.032,90","13.914,62","14.106,08","13.688,73","","0,59%"
"01.03.2022","13.951,16","14.478,65","14.494,01","13.951,16","","-3,62%"
"28.02.2022","14.474,53","14.202,86","14.474,88","14.143,27","","0,86%"
"25.02.2022","14.350,82","14.054,89","14.351,13","13.881,40","","3,52%"
"24.02.2022","13.863,51","13.777,93","13.904,30","13.414,33","","-2,09%"
"23.02.2022","14.159,10","14.170,57","14.444,87","14.138,03","","0,11%"
"22.02.2022","14.143,71","13.866,72","14.315,59","13.819,76","","-0,66%"
"21.02.2022","14.237,04","14.623,14","14.656,57","14.115,91","","-2,12%"
"18.02.2022","14.545,38","14.821,15","14.896,93","14.543,20","","-2,09%"
"17.02.2022","14.855,51","15.038,45","15.100,26","14.823,94","","-1,05%"
"16.02.2022","15.012,64","15.117,89","15.222,34","14.976,61","","-0,23%"
"15.02.2022","15.047,10","14.574,02","15.056,14","14.574,02","","3,06%"
"14.02.2022","14.600,21","14.708,57","14.708,57","14.311,82","","-2,77%"
"11.02.2022","15.015,68","15.055,57","15.088,75","14.889,83","","-1,00%"
"10.02.2022","15.166,92","15.236,77","15.283,49","15.008,03","","-0,05%"
"09.02.2022","15.175,24","14.896,10","15.207,32","14.896,10","","2,54%"
"08.02.2022","14.798,70","14.863,71","14.902,08","14.702,21","","-0,58%"
"07.02.2022","14.884,80","14.920,85","14.932,99","14.784,73","","0,01%"
"04.02.2022","14.883,07","15.065,70","15.094,69","14.821,05","","-0,87%"
"03.02.2022","15.014,26","15.307,93","15.307,93","14.993,45","","-2,16%"
"02.02.2022","15.346,25","15.438,02","15.534,29","15.342,21","","0,04%"
"01.02.2022","15.339,94","15.235,95","15.357,08","15.230,70","","1,51%"
"31.01.2022","15.111,43","14.970,23","15.151,91","14.945,41","","2,20%"
"28.01.2022","14.785,60","14.943,69","14.943,69","14.678,04","","-1,50%"
"27.01.2022","15.011,13","14.683,37","15.087,95","14.682,12","","0,48%"
"26.01.2022","14.939,65","14.680,49","15.010,86","14.677,71","","2,53%"
"25.01.2022","14.571,35","14.584,78","14.698,70","14.404,50","","0,74%"
"24.01.2022","14.463,86","15.258,07","15.258,07","14.398,64","","-5,86%"
"21.01.2022","15.363,55","15.547,15","15.547,15","15.214,01","","-2,53%"
"20.01.2022","15.763,03","15.623,11","15.770,37","15.569,95","","1,18%"
"19.01.2022","15.579,30","15.511,42","15.674,99","15.402,00","","-0,29%"
"18.01.2022","15.623,98","15.835,65","15.835,65","15.586,05","","-1,57%"
"17.01.2022","15.873,75","15.867,40","15.897,64","15.750,63","","0,33%"
"14.01.2022","15.821,06","15.937,58","15.946,29","15.811,22","","-1,31%"
"13.01.2022","16.030,63","16.005,69","16.160,05","15.972,24","","-0,13%"
"12.01.2022","16.051,44","16.018,50","16.123,82","15.946,80","","0,99%"
"11.01.2022","15.893,82","15.797,78","15.913,65","15.781,48","","1,20%"
"10.01.2022","15.705,33","16.133,51","16.144,23","15.661,46","","-2,41%"
"07.01.2022","16.092,98","16.216,07","16.218,85","16.021,50","","-0,93%"
"06.01.2022","16.243,67","16.357,77","16.361,66","16.160,29","","-1,97%"
"05.01.2022","16.569,93","16.567,94","16.604,58","16.529,70","","0,07%"
"04.01.2022","16.558,48","16.829,89","16.829,89","16.540,29","","-1,12%"
"03.01.2022","16.746,70","16.484,41","16.783,50","16.484,41","","2,02%"
"30.12.2021","16.414,67","16.373,79","16.424,73","16.347,75","","0,16%"
"29.12.2021","16.388,25","16.444,55","16.492,67","16.290,53","","-0,47%"
"28.12.2021","16.465,62","16.470,92","16.542,67","16.450,90","","0,02%"
"27.12.2021","16.462,27","16.291,86","16.462,27","16.282,59","","1,04%"
"23.12.2021","16.293,63","16.215,65","16.301,81","16.184,07","","0,81%"
"22.12.2021","16.162,93","15.971,81","16.162,93","15.971,81","","1,34%"
"21.12.2021","15.949,64","15.879,98","15.960,29","15.832,48","","0,91%"
"20.12.2021","15.806,24","15.758,72","15.854,46","15.632,65","","-1,28%"
"17.12.2021","16.010,77","15.960,36","16.040,95","15.846,86","","-0,04%"
"16.12.2021","16.017,60","16.170,40","16.301,38","15.996,63","","0,24%"
"15.12.2021","15.979,11","15.951,72","16.022,15","15.939,15","","0,16%"
"14.12.2021","15.953,14","16.259,97","16.320,09","15.953,14","","-1,84%"
"13.12.2021","16.251,87","16.360,36","16.444,72","16.240,20","","-0,52%"
"10.12.2021","16.337,27","16.434,93","16.434,93","16.311,77","","-1,15%"
"09.12.2021","16.527,11","16.593,61","16.642,56","16.474,92","","-0,28%"
"08.12.2021","16.574,03","16.655,43","16.731,57","16.549,84","","-0,60%"
"07.12.2021","16.674,57","16.197,27","16.675,59","16.197,27","","3,48%"
"06.12.2021","16.113,44","16.118,65","16.181,72","15.947,29","","0,37%"
"03.12.2021","16.054,71","16.317,79","16.362,51","16.006,98","","-1,08%"
"02.12.2021","16.230,63","16.415,37","16.434,40","16.110,45","","-1,97%"
"01.12.2021","16.556,42","16.270,81","16.575,90","16.260,09","","2,02%"
"30.11.2021","16.227,87","16.242,48","16.422,64","16.148,76","","-0,98%"
"29.11.2021","16.388,38","16.443,83","16.532,14","16.362,95","","0,49%"
"26.11.2021","16.307,70","16.450,63","16.555,36","16.245,31","","-2,65%"
"25.11.2021","16.752,15","16.588,02","16.757,33","16.588,02","","1,13%"
"24.11.2021","16.564,82","16.615,00","16.627,50","16.392,01","","-0,46%"
"23.11.2021","16.641,79","16.717,81","16.836,71","16.590,58","","-1,72%"
"22.11.2021","16.932,91","17.131,93","17.148,91","16.932,91","","-1,05%"
"19.11.2021","17.112,94","17.064,98","17.146,57","17.000,69","","0,24%"
"18.11.2021","17.071,64","17.188,65","17.221,35","17.025,11","","-0,78%"
"17.11.2021","17.206,67","17.305,07","17.339,41","17.205,74","","-0,53%"
"16.11.2021","17.299,20","17.314,22","17.327,70","17.246,17","","-0,03%"
"15.11.2021","17.305,02","17.293,69","17.343,67","17.192,87","","0,27%"
"12.11.2021","17.258,78","17.260,00","17.299,57","17.170,03","","0,14%"
